[Year],[S&E Fields],[Board field],[Public or Private],[Institution Name],[Citizenship],[Sex],Graduate students
2018,Science,Multidisciplinary and interdisciplinary studies,Public,"University of California, San Diego",Foreign nationals,Female,14
2018,Science,Multidisciplinary and interdisciplinary studies,Private,California Institute of Technology,Foreign nationals,Male,14
2018,Science,Natural resources and conservation,Public,"University of California, Davis",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,14
2018,Science,Physical sciences,Public,"University of California, Merced",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,14
2018,Science,Psychology,Public,"University of California, Davis",Foreign nationals,Female,14
2018,Science,Psychology,Private,California Lutheran University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,14
2018,Engineering,Engineering,Public,"California State Polytechnic University, Pomona",Foreign nationals,Female,14
2018,Science,Agricultural sciences,Public,"California Polytechnic State University, San Luis Obispo",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,13
2018,Science,Biological and biomedical sciences,Public,"California State University, Chico",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,13
2018,Science,Biological and biomedical sciences,Public,San Diego State University,Foreign nationals,Female,13
2018,Science,Biological and biomedical sciences,Public,"University of California, Santa Barbara",Foreign nationals,Male,13
2018,Science,Biological and biomedical sciences,Public,"University of California, Santa Cruz",Foreign nationals,Female,13
2018,Science,Biological and biomedical sciences,Private,University of the Pacific,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,13
2018,Science,Biological and biomedical sciences,Private,Western University of Health Sciences,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,13
2018,Science,Computer and information sciences,Public,"California State University, Sacramento",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,13
2018,Science,"Geosciences, atmospheric sciences, and ocean sciences",Public,"California State Polytechnic University, Pomona",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,13
2018,Science,"Geosciences, atmospheric sciences, and ocean sciences",Public,"California State University, Sacramento",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,13
2018,Science,"Geosciences, atmospheric sciences, and ocean sciences",Public,San Francisco State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,13
2018,Science,"Geosciences, atmospheric sciences, and ocean sciences",Public,"University of California, Berkeley",Foreign nationals,Male,13
2018,Science,"Geosciences, atmospheric sciences, and ocean sciences",Public,"University of California, Riverside",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,13
2018,Science,Mathematics and statistics,Private,California Institute of Technology,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,13
2018,Science,Mathematics and statistics,Private,University of San Diego,Foreign nationals,Male,13
2018,Science,Multidisciplinary and interdisciplinary studies,Public,San Jose State University,Foreign nationals,Female,13
2018,Science,Multidisciplinary and interdisciplinary studies,Private,Keck Graduate Institute,Foreign nationals,Female,13
2018,Science,Natural resources and conservation,Public,"University of California, Santa Cruz",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,13
2018,Science,Physical sciences,Public,"California State University, Fresno",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,13
2018,Science,Psychology,Public,San Jose State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,13
2018,Science,Psychology,Private,Claremont Graduate University,Foreign nationals,Male,13
2018,Science,Social sciences,Private,The Frederick S. Pardee RAND Graduate School,Foreign nationals,Female,13
2018,Science,Biological and biomedical sciences,Public,"California State University, Bakersfield",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,12
2018,Science,Biological and biomedical sciences,Public,"California State University, San Bernardino",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,12
2018,Science,Biological and biomedical sciences,Public,"University of California, Santa Barbara",Foreign nationals,Female,12
2018,Science,Biological and biomedical sciences,Private,University of the Pacific,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,12
2018,Science,Computer and information sciences,Public,"California State University, Dominguez Hills",Foreign nationals,Female,12
2018,Science,Computer and information sciences,Public,"California State University, Fresno",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,12
2018,Science,Computer and information sciences,Private,Chapman University,Foreign nationals,Male,12
2018,Science,"Geosciences, atmospheric sciences, and ocean sciences",Public,"California State University, Chico",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,12
2018,Science,"Geosciences, atmospheric sciences, and ocean sciences",Public,"California State University, Monterey Bay",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,12
2018,Science,Mathematics and statistics,Public,"California State University, San Marcos",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,12
2018,Science,Mathematics and statistics,Public,"University of California, Santa Cruz",Foreign nationals,Female,12
2018,Science,Mathematics and statistics,Private,National University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,12
2018,Science,Mathematics and statistics,Private,University of San Diego,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,12
2018,Science,Multidisciplinary and interdisciplinary studies,Public,San Diego State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,12
2018,Science,Multidisciplinary and interdisciplinary studies,Public,"University of California, Merced",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,12
2018,Science,Multidisciplinary and interdisciplinary studies,Private,Keck Graduate Institute,Foreign nationals,Male,12
2018,Science,Natural resources and conservation,Private,Stanford University,Foreign nationals,Female,12
2018,Science,Natural resources and conservation,Private,University of San Diego,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,12
2018,Science,Physical sciences,Public,"California State Polytechnic University, Pomona",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,12
2018,Science,Physical sciences,Public,San Jose State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,12
2018,Science,Physical sciences,Public,"University of California, Santa Cruz",Foreign nationals,Female,12
2018,Science,Psychology,Private,Dominican University of California,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,12
2018,Science,Social sciences,Public,"California State Polytechnic University, Pomona",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,12
2018,Science,Social sciences,Public,"California State University, Long Beach",Foreign nationals,Female,12
2018,Science,Social sciences,Private,Fielding Graduate University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,12
2018,Science,Social sciences,Private,University of San Diego,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,12
2018,Science,Biological and biomedical sciences,Private,Charles R. Drew University of Medicine and Science,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,11
2018,Science,Computer and information sciences,Private,Santa Clara University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,11
2018,Science,"Geosciences, atmospheric sciences, and ocean sciences",Public,"California State University, Bakersfield",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,11
2018,Science,"Geosciences, atmospheric sciences, and ocean sciences",Public,"California State University, Fresno",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,11
2018,Science,"Geosciences, atmospheric sciences, and ocean sciences",Public,"California State University, Fullerton",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,11
2018,Science,"Geosciences, atmospheric sciences, and ocean sciences",Public,"University of California, Riverside",Foreign nationals,Male,11
2018,Science,"Geosciences, atmospheric sciences, and ocean sciences",Private,University of Southern California,Foreign nationals,Male,11
2018,Science,Mathematics and statistics,Public,"California State University, Fresno",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,11
2018,Science,Mathematics and statistics,Public,"California State University, Sacramento",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,11
2018,Science,Mathematics and statistics,Public,"University of California, Merced",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,11
2018,Science,Mathematics and statistics,Private,Claremont Graduate University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,11
2018,Science,Mathematics and statistics,Private,National University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,11
2018,Science,Multidisciplinary and interdisciplinary studies,Public,"University of California, Santa Barbara",Foreign nationals,Female,11
2018,Science,Multidisciplinary and interdisciplinary studies,Private,University of La Verne,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,11
2018,Science,Natural resources and conservation,Public,"California State University, Monterey Bay",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,11
2018,Science,Natural resources and conservation,Public,"University of California, Merced",Foreign nationals,Male,11
2018,Science,Natural resources and conservation,Private,Loyola Marymount University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,11
2018,Science,Physical sciences,Public,San Diego State University,Foreign nationals,Female,11
2018,Science,Psychology,Public,"California State University, Fresno",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,11
2018,Science,Psychology,Public,"California State University, Northridge",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,11
2018,Science,Psychology,Public,"University of California, San Diego",Foreign nationals,Female,11
2018,Science,Psychology,Private,Stanford University,Foreign nationals,Female,11
2018,Science,Social sciences,Public,"California State University, Los Angeles",Foreign nationals,Male,11
2018,Science,Social sciences,Public,San Diego State University,Foreign nationals,Male,11
2018,Science,Social sciences,Public,San Francisco State University,Foreign nationals,Female,11
2018,Engineering,Engineering,Public,"University of California, San Francisco",Foreign nationals,Female,11
2018,Science,Agricultural sciences,Public,"California State University, Fresno",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,10
2018,Science,Biological and biomedical sciences,Public,San Diego State University,Foreign nationals,Male,10
2018,Science,Biological and biomedical sciences,Public,"University of California, Merced",Foreign nationals,Female,10
2018,Science,Computer and information sciences,Public,"California State University, Los Angeles",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,10
2018,Science,Computer and information sciences,Public,"California State University, San Bernardino",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,10
2018,Science,Computer and information sciences,Public,"California State University, San Marcos",Foreign nationals,Male,10
2018,Science,Computer and information sciences,Public,"California State University, San Marcos",Foreign nationals,Female,10
2018,Science,Computer and information sciences,Public,"University of California, Riverside",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,10
2018,Science,Computer and information sciences,Private,Pacific States University,Foreign nationals,Female,10
2018,Science,"Geosciences, atmospheric sciences, and ocean sciences",Public,"California State University, Chico",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,10
2018,Science,Mathematics and statistics,Public,San Francisco State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,10
2018,Science,Mathematics and statistics,Public,"University of California, Merced",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,10
2018,Science,Mathematics and statistics,Public,"University of California, San Diego",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,10
2018,Science,Multidisciplinary and interdisciplinary studies,Public,San Diego State University,Foreign nationals,Male,10
2018,Science,Multidisciplinary and interdisciplinary studies,Private,California Institute of Integral Studies,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,10
2018,Science,Natural resources and conservation,Public,"California State Polytechnic University, Pomona",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,10
2018,Science,Natural resources and conservation,Public,"University of California, Riverside",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,10
2018,Science,Physical sciences,Public,"California State University, East Bay",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,10
2018,Science,Psychology,Public,"California State University, Monterey Bay",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,10
2018,Science,Psychology,Public,Sonoma State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,10
2018,Science,Psychology,Private,Biola University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,10
2018,Science,Psychology,Private,Chapman University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,10
2018,Science,Psychology,Private,Pepperdine University,Foreign nationals,Male,10
2018,Science,Social sciences,Public,"California State Polytechnic University, Pomona",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,10
2018,Science,Social sciences,Public,"California State University, Los Angeles",Foreign nationals,Female,10
2018,Science,Social sciences,Public,"California State University, San Marcos",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,10
2018,Science,Social sciences,Public,"University of California, Merced",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,10
2018,Science,Social sciences,Public,"University of California, San Francisco",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,10
2018,Science,Social sciences,Private,California Institute of Technology,Foreign nationals,Male,10
2018,Science,Social sciences,Private,University of the Pacific,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,10
2018,Engineering,Engineering,Public,"California State University, Fresno",Foreign nationals,Male,10
2018,Science,Biological and biomedical sciences,Public,"California State University, Dominguez Hills",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,9
2018,Science,Biological and biomedical sciences,Public,"California State University, San Marcos",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,9
2018,Science,Biological and biomedical sciences,Public,"University of California, Santa Cruz",Foreign nationals,Male,9
2018,Science,Biological and biomedical sciences,Private,Chapman University,Foreign nationals,Female,9
2018,Science,Biological and biomedical sciences,Private,Dominican University of California,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,9
2018,Science,Biological and biomedical sciences,Private,Sanford-Burnham Medical Research Institute,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,9
2018,Science,Biological and biomedical sciences,Private,Sanford-Burnham Medical Research Institute,Foreign nationals,Female,9
2018,Science,Computer and information sciences,Public,"California Polytechnic State University, San Luis Obispo",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,9
2018,Science,Computer and information sciences,Public,San Francisco State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,9
2018,Science,Computer and information sciences,Private,University of San Diego,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,9
2018,Science,"Geosciences, atmospheric sciences, and ocean sciences",Public,"California State University, Long Beach",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,9
2018,Science,"Geosciences, atmospheric sciences, and ocean sciences",Public,San Diego State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,9
2018,Science,Multidisciplinary and interdisciplinary studies,Private,University of San Diego,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,9
2018,Science,Multidisciplinary and interdisciplinary studies,Private,University of San Diego,Foreign nationals,Female,9
2018,Science,Natural resources and conservation,Public,"California State Polytechnic University, Pomona",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,9
2018,Science,Natural resources and conservation,Public,"University of California, Merced",Foreign nationals,Female,9
2018,Science,Natural resources and conservation,Public,"University of California, Riverside",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,9
2018,Science,Physical sciences,Public,"California State University, Northridge",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,9
2018,Science,Physical sciences,Public,"California State University, Sacramento",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,9
2018,Science,Psychology,Public,"California State Polytechnic University, Pomona",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,9
2018,Science,Psychology,Public,"California State University, Bakersfield",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,9
2018,Science,Psychology,Public,"California State University, San Marcos",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,9
2018,Science,Psychology,Public,"University of California, Berkeley",Foreign nationals,Female,9
2018,Science,Psychology,Private,University of La Verne,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,9
2018,Science,Social sciences,Public,"California State University, Dominguez Hills",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,9
2018,Science,Social sciences,Private,Pepperdine University,Foreign nationals,Female,9
2018,Engineering,Engineering,Public,"California State University, Northridge",Foreign nationals,Female,9
2018,Science,Biological and biomedical sciences,Public,"University of California, Merced",Foreign nationals,Male,8
2018,Science,Biological and biomedical sciences,Private,"City of Hope, Irell and Manella Graduate School of Biological Sciences",Foreign nationals,Male,8
2018,Science,Biological and biomedical sciences,Private,Sanford-Burnham Medical Research Institute,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,8
2018,Science,Computer and information sciences,Public,"California State University, Long Beach",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,8
2018,Science,Computer and information sciences,Public,"California State University, San Bernardino",Foreign nationals,Female,8
2018,Science,Computer and information sciences,Public,"California State University, San Marcos",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,8
2018,Science,Computer and information sciences,Private,Mills College,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,8
2018,Science,Computer and information sciences,Private,Northwestern Polytechnic University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,8
2018,Science,"Geosciences, atmospheric sciences, and ocean sciences",Public,"California State University, Bakersfield",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,8
2018,Science,"Geosciences, atmospheric sciences, and ocean sciences",Public,"California State University, Fresno",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,8
2018,Science,"Geosciences, atmospheric sciences, and ocean sciences",Public,"California State University, Los Angeles",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,8
2018,Science,"Geosciences, atmospheric sciences, and ocean sciences",Public,"University of California, Santa Cruz",Foreign nationals,Male,8
2018,Science,"Geosciences, atmospheric sciences, and ocean sciences",Private,California Institute of Technology,Foreign nationals,Female,8
2018,Science,Mathematics and statistics,Public,"California State University, Fullerton",Foreign nationals,Male,8
2018,Science,Mathematics and statistics,Public,"California State University, Long Beach",Foreign nationals,Male,8
2018,Science,Mathematics and statistics,Public,"California State University, San Marcos",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,8
2018,Science,Mathematics and statistics,Public,San Diego State University,Foreign nationals,Female,8
2018,Science,Mathematics and statistics,Private,Pepperdine University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,8
2018,Science,Mathematics and statistics,Private,University of San Diego,Foreign nationals,Female,8
2018,Science,Multidisciplinary and interdisciplinary studies,Public,"University of California, Berkeley",Foreign nationals,Male,8
2018,Science,Multidisciplinary and interdisciplinary studies,Public,"University of California, Santa Barbara",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,8
2018,Science,Multidisciplinary and interdisciplinary studies,Private,California Institute of Technology,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,8
2018,Science,Multidisciplinary and interdisciplinary studies,Private,University of the Pacific,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,8
2018,Science,Natural resources and conservation,Public,San Jose State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,8
2018,Science,Natural resources and conservation,Private,Loyola Marymount University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,8
2018,Science,Psychology,Private,University of the Pacific,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,8
2018,Science,Social sciences,Public,"California State University, Fullerton",Foreign nationals,Male,8
2018,Science,Social sciences,Private,California Institute of Integral Studies,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,8
2018,Engineering,Engineering,Public,"California Polytechnic State University, San Luis Obispo",Foreign nationals,Male,8
2018,Engineering,Engineering,Public,"California State University, Los Angeles",Foreign nationals,Female,8
2018,Science,Biological and biomedical sciences,Public,"California State University, San Bernardino",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,7
2018,Science,Biological and biomedical sciences,Public,San Jose State University,Foreign nationals,Female,7
2018,Science,Biological and biomedical sciences,Private,Dominican University of California,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,7
2018,Science,Biological and biomedical sciences,Private,Marshall B. Ketchum University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,7
2018,Science,Computer and information sciences,Public,"California State Polytechnic University, Pomona",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,7
2018,Science,Computer and information sciences,Public,Naval Postgraduate School,Foreign nationals,Male,7
2018,Science,Computer and information sciences,Private,California Lutheran University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,7
2018,Science,Computer and information sciences,Private,National University,Foreign nationals,Female,7
2018,Science,"Geosciences, atmospheric sciences, and ocean sciences",Public,"California State University, Northridge",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,7
2018,Science,"Geosciences, atmospheric sciences, and ocean sciences",Public,"University of California, Berkeley",Foreign nationals,Female,7
2018,Science,"Geosciences, atmospheric sciences, and ocean sciences",Public,"University of California, Irvine",Foreign nationals,Male,7
2018,Science,"Geosciences, atmospheric sciences, and ocean sciences",Public,"University of California, Irvine",Foreign nationals,Female,7
2018,Science,"Geosciences, atmospheric sciences, and ocean sciences",Public,"University of California, Los Angeles",Foreign nationals,Female,7
2018,Science,"Geosciences, atmospheric sciences, and ocean sciences",Public,"University of California, Santa Barbara",Foreign nationals,Male,7
2018,Science,Mathematics and statistics,Public,Naval Postgraduate School,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,7
2018,Science,Mathematics and statistics,Private,California Baptist University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,7
2018,Science,Mathematics and statistics,Private,Santa Clara University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,7
2018,Science,Multidisciplinary and interdisciplinary studies,Public,"University of California, Merced",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,7
2018,Science,Multidisciplinary and interdisciplinary studies,Public,"University of California, Santa Barbara",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,7
2018,Science,Multidisciplinary and interdisciplinary studies,Public,"University of California, Santa Barbara",Foreign nationals,Male,7
2018,Science,Natural resources and conservation,Public,"University of California, Irvine",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,7
2018,Science,Natural resources and conservation,Public,"University of California, Irvine",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,7
2018,Science,Physical sciences,Public,San Francisco State University,Foreign nationals,Female,7
2018,Science,Psychology,Public,San Francisco State University,Foreign nationals,Female,7
2018,Science,Psychology,Private,Stanford University,Foreign nationals,Male,7
2018,Science,Psychology,Private,University of Southern California,Foreign nationals,Male,7
2018,Science,Social sciences,Public,"California Polytechnic State University, San Luis Obispo",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,7
2018,Science,Social sciences,Public,"California State Polytechnic University, Pomona",Foreign nationals,Male,7
2018,Science,Social sciences,Public,"California State University, Long Beach",Foreign nationals,Male,7
2018,Science,Social sciences,Private,California Lutheran University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,7
2018,Engineering,Engineering,Private,California Baptist University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,7
2018,Science,Biological and biomedical sciences,Private,Keck Graduate Institute,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,6
2018,Science,Biological and biomedical sciences,Private,Sanford-Burnham Medical Research Institute,Foreign nationals,Male,6
2018,Science,Computer and information sciences,Public,"California State Polytechnic University, Pomona",Foreign nationals,Female,6
2018,Science,Computer and information sciences,Public,"California State University, Chico",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,6
2018,Science,Computer and information sciences,Public,"California State University, Northridge",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,6
2018,Science,Computer and information sciences,Private,Northwestern Polytechnic University,Foreign nationals,Male,6
2018,Science,Computer and information sciences,Private,Northwestern Polytechnic University,Foreign nationals,Female,6
2018,Science,"Geosciences, atmospheric sciences, and ocean sciences",Public,"California State University, Northridge",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,6
2018,Science,"Geosciences, atmospheric sciences, and ocean sciences",Public,"California State University, Sacramento",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,6
2018,Science,"Geosciences, atmospheric sciences, and ocean sciences",Private,Loma Linda University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,6
2018,Science,Mathematics and statistics,Public,"California State University, Long Beach",Foreign nationals,Female,6
2018,Science,Mathematics and statistics,Private,California Institute of Technology,Foreign nationals,Female,6
2018,Science,Mathematics and statistics,Private,University of Southern California,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,6
2018,Science,Natural resources and conservation,Public,"University of California, Riverside",Foreign nationals,Female,6
2018,Science,Natural resources and conservation,Private,University of San Francisco,Foreign nationals,Female,6
2018,Science,Physical sciences,Public,"California State University, East Bay",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,6
2018,Science,Physical sciences,Public,"California State University, Sacramento",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,6
2018,Science,Physical sciences,Public,San Diego State University,Foreign nationals,Male,6
2018,Science,Psychology,Public,"California State University, Los Angeles",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,6
2018,Science,Psychology,Public,"California State University, Stanislaus",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,6
2018,Science,Psychology,Public,"University of California, Merced",Foreign nationals,Female,6
2018,Science,Social sciences,Public,"California State Polytechnic University, Pomona",Foreign nationals,Female,6
2018,Science,Social sciences,Public,"University of California, Merced",Foreign nationals,Female,6
2018,Science,Social sciences,Private,California Institute of Technology,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,6
2018,Engineering,Engineering,Public,"University of California, Merced",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,6
2018,Engineering,Engineering,Private,California Baptist University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,6
2018,Engineering,Engineering,Private,California Baptist University,Foreign nationals,Female,6
2018,Engineering,Engineering,Private,Loyola Marymount University,Foreign nationals,Female,6
2018,Science,Biological and biomedical sciences,Public,"California State Polytechnic University, Pomona",Foreign nationals,Female,5
2018,Science,Biological and biomedical sciences,Public,"California State University, East Bay",Foreign nationals,Female,5
2018,Science,Biological and biomedical sciences,Public,San Francisco State University,Foreign nationals,Female,5
2018,Science,Biological and biomedical sciences,Public,Sonoma State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,5
2018,Science,Biological and biomedical sciences,Private,Chapman University,Foreign nationals,Male,5
2018,Science,Biological and biomedical sciences,Private,Claremont Graduate University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,5
2018,Science,Biological and biomedical sciences,Private,Point Loma Nazarene University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,5
2018,Science,Computer and information sciences,Public,"California State University, Dominguez Hills",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,5
2018,Science,Computer and information sciences,Public,"California State University, East Bay",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,5
2018,Science,Computer and information sciences,Public,"California State University, Fresno",Foreign nationals,Male,5
2018,Science,Computer and information sciences,Private,Mills College,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,5
2018,Science,Computer and information sciences,Private,Santa Clara University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,5
2018,Science,"Geosciences, atmospheric sciences, and ocean sciences",Public,"California State University, East Bay",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,5
2018,Science,"Geosciences, atmospheric sciences, and ocean sciences",Public,"California State University, East Bay",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,5
2018,Science,"Geosciences, atmospheric sciences, and ocean sciences",Public,"California State University, Fullerton",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,5
2018,Science,"Geosciences, atmospheric sciences, and ocean sciences",Public,"California State University, Long Beach",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,5
2018,Science,"Geosciences, atmospheric sciences, and ocean sciences",Public,"University of California, Santa Barbara",Foreign nationals,Female,5
2018,Science,Mathematics and statistics,Public,"California Polytechnic State University, San Luis Obispo",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,5
